name,userType,dogOwner,parent
Viola Gusikowski,Resident,false,true
Lucille Dicki,Resident,false,false
Cindy Beer,Resident,false,false
Dr. Pedro Macejkovic,Resident,true,false
Shannon Greenholt,Resident,true,true
Alma Boehm,Resident,true,true
Vicky Olson,Resident,false,false
Renee Durgan,Resident,false,false
Rufus Mohr I,Resident,true,false
Bryant Rogahn,Resident,true,false
Austin Jakubowski,Resident,false,true
Stephen Kris MD,Resident,true,false
Raquel Bradtke,Resident,true,true
Toni Lueilwitz,Resident,false,true
Faith O'Connell,Resident,true,true
Jason Mosciski,Resident,true,false
Mrs. Virginia Waelchi,Resident,false,true
Myrtle Hettinger,Resident,true,true
Miss Danielle Rempel,Resident,false,true
Jessie Weber,Resident,false,false
Stanley Considine,Resident,false,true
Ernestine Crooks,Resident,true,true
Shannon Torp,Resident,false,true
Brenda Paucek,Resident,true,false
Jana Nikolaus,Resident,true,false
Lana Daniel,Resident,true,false
Ana Flatley,Resident,true,true
Mrs. Lauren Robel,Resident,false,false
Kevin Rosenbaum,Resident,false,false
Jean Purdy,Resident,true,false
Mario Ullrich,Resident,false,true
Andres Mitchell,Resident,false,false
Misty Sauer MD,Resident,false,false
Marty Zieme DDS,Resident,true,false
Dr. Emily Kris,Resident,false,false
Vickie Schaefer DVM,Resident,true,true
Rosa Paucek,Resident,false,true
Vicki Johnson II,Resident,true,true
Leon Turcotte,Resident,true,false
Eunice Emmerich,Resident,false,false
Tiffany Maggio,Resident,false,false
Brendan Considine,Resident,false,false
Ignacio Paucek,Resident,true,false
Emma Kunze,Resident,false,false
Ignacio Monahan,Resident,false,false
Kara Wolff,Resident,false,true
Michelle Stoltenberg,Resident,true,true
Maurice Windler,Resident,false,false
Stella Smith,Resident,false,false
Gerald Volkman,Resident,false,true
Lorenzo Bednar,Resident,false,false
Lynette Smith,Resident,false,false
Marcella Littel,Resident,false,false
Leo Berge DVM,Resident,false,true
Taylor Heathcote,Resident,true,true
Delbert Flatley,Resident,true,true
Terence Beer,Resident,false,false
Lula Becker,Resident,true,true
Elena Lebsack,Resident,true,true
Angie Lubowitz,Resident,false,true
Bryan Hilll,Resident,true,true
Johnathan Hodkiewicz,Resident,true,true
Guadalupe Wilderman,Resident,true,true
Arlene Stroman DVM,Resident,false,true
Harvey Wiza,Resident,true,true
Edwin Kemmer,Resident,false,false
Saul Rempel DDS,Resident,true,true
Mrs. Jim Marquardt,Resident,false,false
Miss Genevieve Cartwright,Resident,true,true
Clark Braun,Resident,false,false
Lynda Rowe,Resident,false,false
Ken Runte,Resident,true,false
Isabel Gerlach,Resident,true,true
Brooke Bogisich,Resident,false,false
Pam Hilll,Resident,true,false
Cody Gislason,Resident,false,true
Shelley Leffler I,Resident,true,false
Marie Beahan,Resident,true,false
Leslie Daniel,Resident,true,false
Amy Bernier,Resident,false,false
Eric Rolfson MD,Resident,false,false
Misty Hodkiewicz,Resident,false,false
Daisy Lebsack,Resident,true,true
Essie Waters,Resident,false,true
Mike Welch V,Resident,true,false
Verna Yost,Resident,false,true
Thelma Hand,Resident,false,true
Jo McCullough II,Resident,false,true
Mr. Judith Romaguera,Resident,false,true
Vanessa Koelpin,Resident,false,true
Darla Harber,Resident,false,false
Leslie Monahan,Resident,false,false
Dallas Stamm,Resident,true,false
Seth Jenkins,Resident,true,true
Rosie Murazik I,Resident,true,true
Mario Daugherty,Resident,false,true
Shannon Conn,Resident,true,false
Beverly Roberts,Resident,false,true
Mrs. Josephine Kemmer,Resident,false,true
Delores Hermiston,Resident,false,false
Shelia Roberts DDS,Resident,true,false
Sherri Streich,Resident,true,false
Dr. Luis Upton,Resident,false,true
Karl Pacocha,Resident,false,false
Carroll Swift,Resident,true,true
Tracy Witting,Resident,false,false
Alyssa Nicolas,Resident,false,false
Javier Stoltenberg,Resident,true,true
Miss Oscar Hodkiewicz,Resident,true,true
Christopher Jacobson MD,Resident,false,true
Tracy Lakin,Resident,true,false
Armando Kling,Resident,true,true
Hazel Gleichner,Resident,false,true
Margarita Dicki,Resident,false,true
Manuel Lockman,Resident,false,false
Winston Koch,Resident,false,true
Gerardo Rogahn,Resident,true,false
Archie White,Resident,false,true
Joanne Thiel,Resident,false,true
Wilbert Hahn,Resident,true,true
Gregory Boehm,Resident,false,true
Mr. Johanna Morar,Resident,false,false
Pat Lesch,Resident,true,true
Steve McGlynn PhD,Resident,true,false
Catherine Johnson,Resident,true,true
Devin Olson,Resident,true,true
Ruben Schneider,Resident,false,false
Lucas Gleichner,Resident,true,true
Marty Hansen,Resident,false,true
Adrienne Marvin MD,Resident,false,true
Sherman Miller,Resident,true,true
Claude Koss,Resident,false,false
Shirley Zieme,Resident,false,false
Renee Hoppe,Resident,false,false
Max Tillman,Resident,true,false
Chelsea Windler PhD,Resident,true,false
Rosalie Hamill MD,Resident,true,false
Eddie Baumbach,Resident,true,false
Jonathan Walsh,Resident,false,false
Darla Moore,Resident,true,true
Reginald Upton,Resident,true,true
Aaron Keebler,Resident,false,false
Ms. Tamara Crona,Resident,true,false
Vicky Parker,Resident,false,false
Vincent Rutherford,Resident,false,false
Kathleen Pollich,Resident,true,true
Elizabeth Brakus,Resident,false,true
Dr. Ada Jenkins,Resident,true,true
Aubrey Shields,Resident,false,true
Patti Daniel,Resident,false,false
Bernice Denesik,Resident,false,true
Mr. Bryant Heidenreich,Resident,false,false
Eduardo Stroman,Resident,true,false
Irene Vandervort V,Resident,false,true
Miss Allen Rogahn,Resident,false,true
Kendra Koepp,Resident,true,false
Elias VonRueden,Resident,true,false
Miriam Kovacek,Resident,false,false
Ira Zulauf,Resident,false,false
Emmett Lynch,Resident,false,false
Brett Von,Resident,true,false
Sam Lehner,Resident,true,false
Kyle Goyette,Resident,false,true
Tina Bode,Resident,true,true
Debbie Waters,Resident,false,false
Norman Medhurst,Resident,false,true
Andrea Kshlerin,Resident,true,false
Shelley Mayer,Resident,false,false
Ms. Marcus Pfeffer,Resident,true,false
Marc Emmerich,Resident,true,false
Audrey Breitenberg,Resident,true,false
Rosa Muller,Resident,true,false
Ron Herman,Resident,true,true
Christie Pollich,Resident,false,false
Daisy Corwin,Resident,false,false
Gayle Okuneva DDS,Resident,true,true
Willie Mills,Resident,false,false
Ms. Christy Hickle,Resident,false,true
Martin Nitzsche,Resident,true,false
Jenna Spinka,Resident,true,true
Mrs. Lois Gaylord,Resident,true,false
Gerald Cremin,Resident,false,true
Norma Russel,Resident,false,false
Sylvester Parisian,Resident,false,false
Geneva Lindgren,Resident,true,true
Natasha Leffler,Resident,false,true
Rebecca Flatley,Resident,false,true
Mandy Hilll,Resident,false,false
Tami Klocko,Resident,false,true
David Leannon III,Resident,true,true
Pamela Paucek,Resident,true,true
Gwen Jacobs,Resident,true,true
Joey Wunsch,Resident,true,true
Melba Blick,Resident,true,false
Estelle Schiller,Resident,false,true
Kristy Monahan,Resident,false,false
Dexter Bailey,Resident,true,false
David Franecki,Resident,false,true
Deanna Jones,Resident,true,true
Frankie Ankunding,Resident,false,true
Mable Ankunding,Resident,true,true
Leroy Murphy,Resident,true,true
Abraham Schinner,Resident,false,true
Melvin Bosco,Resident,true,false
Rufus Orn I,Resident,false,true
Angie Wiza,Resident,true,true
Craig Balistreri,Resident,true,false
Edmond Raynor,Resident,true,true
Candice Maggio,Resident,true,true
Dr. Sidney Lebsack,Resident,false,false
Ginger Becker,Resident,false,true
Neal Prohaska,Resident,false,false
Byron Lockman,Resident,false,false
Kristina Roob PhD,Resident,true,true
Dr. Kellie Bednar,Resident,false,true
Jane Koss,Resident,false,false
Rosie Jerde,Resident,true,true
Elena Windler,Resident,true,false
Kevin Metz,Resident,false,true
Cristina Christiansen,Resident,false,false
Helen Donnelly PhD,Resident,false,false
Bennie Volkman,Resident,false,true
Norman Rowe,Resident,true,false
Mrs. Cody Lang,Resident,false,false
Mr. Toby Welch,Resident,true,true
Olga Toy,Resident,true,false
Michele Hane,Resident,false,false
Simon Goldner,Resident,false,false
Karl Ferry,Resident,false,true
Pablo Wyman,Resident,false,false
Edmond Swift,Resident,true,true
Guadalupe Kohler,Resident,false,false
Jessica Mitchell,Resident,true,true
Miguel Kub,Resident,false,true
Wade Feil,Resident,true,true
Terry Maggio,Resident,false,true
Christopher Keeling,Resident,true,true
Bernard Schneider,Resident,true,false
Angelica Bashirian,Resident,false,true
Jenna Tromp,Resident,true,true
Herman Hermann,Resident,false,true
Byron Runolfsdottir,Resident,true,false
Janie Moen,Resident,true,true
Krista Schaden PhD,Resident,false,true
Cesar Kertzmann,Resident,true,true
Morris Friesen,Resident,false,false
Emilio O'Keefe,Resident,false,true
Melba Ziemann,Resident,true,true
Johnathan Gislason,Resident,true,true
Bridget Howell,Resident,false,true
Emilio Wolff,Resident,true,true
Myron Botsford,Resident,false,false
Lewis Stroman,Resident,false,true
Jesse Reynolds,Resident,false,false
Luther Jaskolski,Resident,true,true
Nora Runolfsdottir,Resident,false,true
Rufus O'Reilly,Resident,true,false
Ernestine Raynor,Resident,true,true
Frederick Roberts,Resident,false,true
Dr. Dianna Beer,Resident,true,true
Rogelio Murazik,Resident,false,false
Louise Heathcote,Resident,false,true
Wade Lindgren,Resident,false,true
Sophia Farrell,Resident,true,true
Mrs. Billy Russel,Resident,true,true
Luther Davis Jr.,Resident,true,false
Sam Weimann,Resident,true,false
Phillip Herman,Resident,false,true
Juan Brekke,Resident,false,true
Abel Rowe,Resident,true,false
Lonnie Batz,Resident,true,true
Ms. Mercedes Ziemann,Resident,true,false
Dave Medhurst II,Resident,true,true
Adam Schowalter II,Resident,false,false
Gwendolyn Hettinger,Resident,true,false
Don Franecki,Resident,false,true
Miss Preston Halvorson,Resident,true,false
Mrs. Nicole Schneider,Resident,false,false
Andrew Bradtke,Resident,false,false
Mrs. Todd Crona,Resident,true,false
Teresa Kiehn,Resident,false,true
Cody Durgan,Resident,true,true
Roy Kuhn,Resident,false,false
Ms. Frances Cartwright,Resident,false,false
Jody Wunsch,Resident,false,false
Dr. Henry Kris,Resident,true,true
Lamar Feeney,Resident,false,true
Saul Stehr,Resident,false,false
Jacquelyn Lueilwitz,Resident,true,true
Orlando Kuvalis,Resident,false,true
Dr. Luz Schoen,Resident,true,false
Traci Stokes,Resident,true,false
Mr. Victor Volkman,Resident,true,false
Mike Cummings,Resident,true,true
Vera Lemke,Resident,true,true
Cesar Kuhn,Resident,true,true
Alma West,Resident,false,true
Michelle Homenick,Resident,true,false
Woodrow Weissnat,Resident,false,true
Clay Rempel,Resident,false,true
Cynthia Schuster PhD,Resident,true,true
Leland Heaney,Resident,true,false
Lance Hamill,Resident,false,false
Eloise Block,Resident,true,true
Eugene Jenkins,Resident,true,false
Gerardo Doyle,Resident,false,true
Miss Muriel Hintz,Resident,true,false
Jeanette Gerhold,Resident,false,true
Mrs. Marc Blanda,Resident,false,true
Dr. Allan Leffler,Resident,false,false
Roderick Shanahan,Resident,false,true
Lawrence McLaughlin,Resident,false,false
Abel Ward,Resident,true,true
Jamie Rice,Resident,false,false
Bethany Wyman,Resident,false,false
Lora Block,Resident,true,true
Mr. Priscilla Tromp,Resident,false,true
Bernice Prohaska,Resident,true,true
Meghan Renner,Resident,false,false
Frank Simonis,Resident,true,true
Andy Hammes,Resident,false,false
Sonya Goyette,Resident,false,false
Mrs. Anthony Simonis,Resident,true,false
Melody Dietrich,Resident,true,true
Rachel Durgan,Resident,true,true
Isabel Harris,Resident,false,true
Christy Shields,Resident,false,true
Fred Halvorson,Resident,false,true
Geoffrey Collier,Resident,false,true
Nora Balistreri,Resident,false,false
Fred Renner,Resident,true,true
Melinda Pfeffer,Resident,true,true
Tara Johnston,Resident,false,true
Leo Bahringer,Resident,true,true
Patricia Flatley,Resident,true,false
Winston Schaden,Resident,true,false
Carolyn McLaughlin IV,Resident,true,false
Salvador Heaney,Resident,false,false
Pearl Konopelski,Resident,true,false
Karl Heller,Resident,false,true
Lora Cummings,Resident,true,false
Levi Brakus,Resident,true,true
Rickey Kovacek,Resident,false,false
Kristine Braun,Resident,true,true
Mack White DDS,Resident,true,true
Angelo Dickinson,Resident,true,true
Celia Skiles,Resident,true,true
Lewis Abshire,Resident,false,true
Mrs. Rick Hermann,Resident,true,true
Wendell Morar,Resident,false,true
Erin Erdman,Resident,false,false
Derek Schneider,Resident,false,false
Cecil Johnson,Resident,true,false
William Douglas,Resident,true,false
Irma Kuhn,Resident,true,true
Patty Brown,Resident,false,true
Adam Koch,Resident,true,true
Darnell Gibson,Resident,true,true
Felicia Waelchi DVM,Resident,true,true
Billie Lang,Resident,true,true
Debra Mante,Resident,false,true
Louise Vandervort,Resident,false,true
Bert Labadie,Resident,true,false
Mr. Cecilia Douglas,Resident,false,false
Mr. Heidi Steuber,Resident,true,false
Tasha Kris,Resident,false,false
Laura Reynolds,Resident,false,true
Nicolas Ernser,Resident,true,true
Yvette Doyle,Resident,false,true
Josephine Ward,Resident,true,false
Irma Hickle,Resident,false,true
Ramiro Okuneva,Resident,false,false
Jordan Boyle,Resident,false,true
Suzanne Kuhic,Resident,false,true
Todd Hermiston,Resident,false,true
Alice Wolff,Resident,true,false
Mr. Jack Feil,Resident,true,true
Brandon Brakus,Resident,false,true
Kyle Littel,Resident,true,false
Leah Goodwin,Resident,false,false
Diane Corwin,Resident,false,true
Dr. Lora Sauer,Resident,false,false
Morris Leffler,Resident,true,false
Tina Howell IV,Resident,false,false
Dominic Mills,Resident,true,true
Alex Langworth PhD,Resident,false,false
Kelli Conn,Resident,false,false
Ms. Angelina Bartell,Resident,false,false
Miss Carolyn Quitzon,Resident,false,true
Roosevelt Hamill,Resident,true,false
Sylvester Altenwerth,Resident,false,true
Maria Hagenes,Resident,false,true
Eloise Murphy DDS,Resident,true,false
Ms. Sherman Beer,Resident,false,false
Abraham Homenick III,Resident,false,false
Annette Stehr,Resident,true,true
Norman Hansen,Resident,true,false
Jesus Williamson,Resident,false,false
Miss Katie Daugherty,Resident,true,true
Garrett Schowalter,Resident,true,true
Sonia Dare,Resident,false,false
Cheryl Wyman,Resident,false,false
Irving Daugherty,Resident,true,true
Walter Altenwerth,Resident,true,true
Lee Kreiger,Resident,false,false
Grant Yundt,Resident,true,true
Lillie Quitzon,Resident,true,false
Dr. Sonja Keeling,Resident,false,false
Maria Schneider,Resident,false,false
Mr. Joe Berge,Resident,false,false
Derrick Marks II,Resident,true,true
Alfredo Feil,Resident,true,true
Erika Lang,Resident,true,true
Edwin Friesen,Resident,true,true
Ryan Grant,Resident,false,false
Carol Ullrich,Resident,false,false
Fredrick Macejkovic,Resident,true,true
Maria Glover,Resident,true,true
Cynthia Gutmann,Resident,true,true
Esther Lemke,Resident,false,false
Brandi Stamm IV,Resident,false,false
Cynthia Balistreri,Resident,false,false
Irvin Ebert,Resident,true,true
Nichole Schumm V,Resident,false,false
Ms. Darrell Roberts,Resident,false,true
Marta Bailey,Resident,true,false
Duane Bartell,Resident,false,true
Dwayne Rutherford III,Resident,false,true
Enrique Labadie,Resident,true,false
Mr. Clark Walsh,Resident,true,false
Melba Schaden DVM,Resident,true,true
Clinton Kris,Resident,true,true
Hugh Koss II,Resident,true,false
Monica Vandervort,Resident,true,false
Edmond Lindgren II,Resident,true,false
Brett Wisozk,Resident,false,true
Melinda Bernier,Resident,false,true
Norman Graham III,Resident,false,false
Melvin Schinner,Resident,true,true
Elias Skiles II,Resident,true,true
Hattie Kessler,Resident,false,true
Drew Schinner III,Resident,true,false
Timmy Kunde,Resident,true,false
Guadalupe Kemmer,Resident,true,false
Amy Ortiz DDS,Resident,true,true
Santiago Kertzmann,Resident,true,true
Leland Bogan,Resident,true,false
Miranda Miller,Resident,true,true
Willis Lueilwitz,Resident,true,false
Tami O'Connell,Resident,true,true
Evelyn Kertzmann,Resident,true,false
Myra Weissnat III,Resident,true,true
Lela Williamson,Resident,true,false
Ms. Christie Marvin,Resident,true,true
Ellen Nicolas,Resident,true,false
Tony Boehm I,Resident,false,false
Ignacio Rogahn,Resident,true,false
Sherman Blick PhD,Resident,false,false
Emilio Cassin,Resident,true,true
Roosevelt Pagac PhD,Resident,false,false
Christina Schuppe Jr.,Resident,false,false
Rosemarie Ryan,Resident,false,false
Kristen Mayert,Resident,false,true
Margarita Larson,Resident,true,true
Ann Schroeder DVM,Resident,false,true
Diana Jakubowski,Resident,false,true
Dr. Beverly Cummerata,Resident,false,false
Lynn Berge DVM,Resident,false,false
Chester Tromp,Resident,false,true
Erin Abshire II,Resident,false,true
Muriel Rau,Resident,true,true
Mr. Hazel Barrows,Resident,false,false
Spencer Rempel,Resident,false,false
Maurice Fadel,Resident,false,true
Isabel Johnson,Resident,false,true
Owen Renner,Resident,true,false
Sophie Prosacco,Resident,false,false
Perry Green,Resident,false,false
Marjorie Hahn,Resident,true,false
Dr. Daryl Langworth,Resident,false,true
Jan Murray,Resident,true,false
Toni Bahringer,Resident,true,true
Dr. Roderick Schimmel,Resident,true,false
Terri Kunde,Resident,true,true
Rebecca Lebsack MD,Resident,true,true
Ivan Heaney,Resident,false,true
Darrel Padberg,Resident,false,false
Kenny Yundt,Resident,true,true
Ms. Steven Muller,Resident,false,false
Sheldon Heathcote,Resident,true,false
Kate Buckridge,Resident,true,true
Dr. Fernando Altenwerth,Resident,false,false
Reginald Carter III,Resident,true,true
Deanna Leannon III,Resident,true,true
Drew O'Hara,Resident,true,true
Margaret Hilpert,Resident,true,false
Pedro Hessel,Resident,true,false
Ken Nolan V,Resident,false,false
Karla Lesch,Resident,false,true
Arthur Schuster,Resident,true,false
Derek Raynor,Resident,true,false
Cecelia Zieme,Resident,true,false
Dr. Sheila Hackett,Resident,false,false
Veronica Braun,Resident,false,true
Mr. Ella Schultz,Resident,false,true
Lana Kling DVM,Resident,false,false
Mr. Maurice Halvorson,Resident,false,true
Nettie Robel,Resident,false,true
Priscilla Ebert,Resident,true,false
Micheal Beier,Resident,false,true
Jody Padberg,Resident,false,false
Cecil Huels,Resident,false,false
Eloise Stroman,Resident,false,false
Robert King,Resident,false,true
Tamara Konopelski,Resident,false,false
Shelly MacGyver,Resident,false,false
Dr. Rita Kohler,Resident,false,true
Zachary Jakubowski,Resident,true,false
Brett Stokes II,Resident,false,true
Vicki Zemlak,Resident,false,true
Dr. Daryl Bashirian,Resident,true,false
Dan Tillman,Resident,false,false
Dr. Jane Mann,Resident,true,false
Jack Trantow Jr.,Resident,false,true
Rex Gibson III,Resident,false,false
Dr. Angel Huels,Resident,true,false
Ada Boyle,Resident,false,true
Dr. Percy Gislason,Resident,false,false
Clint Purdy,Resident,false,true
Jeff Ziemann,Resident,true,false
Michele McLaughlin,Resident,true,false
Ellis Bayer,Resident,true,true
Lena Gulgowski,Resident,false,true
Bernice Rutherford,Resident,true,true
Lola Torp,Resident,false,false
Miss Cora Stanton,Resident,true,false
Jeff Runolfsson,Resident,false,false
Sonia Nitzsche,Resident,true,true
Bernice Gorczany III,Resident,true,true
Ray Greenfelder,Resident,true,false
Kay Gulgowski,Resident,false,true
Gwen Mosciski,Resident,true,false
Adam Haley,Resident,true,false
Wade Becker,Resident,true,false
Brandon Ullrich,Resident,false,false
Walter Zulauf,Resident,false,true
Adrian Reynolds V,Resident,false,false
Charlene Herzog,Resident,true,false
Terrell Gusikowski,Resident,false,false
Daisy Bergnaum,Resident,false,false
Jessie Wiegand,Resident,false,false
Sheri Zboncak DVM,Resident,true,false
Amy Pfannerstill,Resident,true,false
Dr. Gretchen O'Reilly,Resident,true,true
Rosemary McLaughlin,Resident,false,true
Brad Green,Resident,true,false
Christina Durgan,Resident,true,true
Dorothy Heller,Resident,false,false
Elaine Nicolas,Resident,true,true
Francisco Klein,Resident,false,true
Eleanor Goldner IV,Resident,true,true
Miss Tracy Gottlieb,Resident,true,true
Cecil Berge,Resident,true,false
Brenda Bradtke,Resident,false,false
Mrs. Timothy Bahringer,Resident,false,true
Sam Hayes,Resident,false,false
Bruce Prosacco,Resident,false,true
Miss Cassandra Effertz,Resident,true,false
Diana Kuvalis,Resident,true,false
Joann Ondricka,Resident,true,true
Pauline Ledner,Resident,true,true
Harold Emmerich,Resident,true,false
Hannah Mueller IV,Resident,false,true
Jimmie Koelpin,Resident,false,true
Dominic Feest,Resident,true,true
Faith Reichert,Resident,true,false
Cody Bruen,Resident,false,true
Jordan Roberts,Resident,false,true
Courtney Bartoletti,Resident,false,true
Darnell Prosacco,Resident,false,false
Allison Steuber DVM,Resident,false,true
Steven O'Connell,Resident,true,true
Susie Watsica Jr.,Resident,false,true
Boyd Herman,Resident,true,true
Miss Natasha Feil,Resident,true,true
Joy Marquardt,Resident,true,false
Marguerite Hayes,Resident,true,true
Jacob Casper,Resident,false,false
Bob Kunde,Resident,false,true
Alma Lehner,Resident,true,true
Casey Grant,Resident,false,true
Doris Bauch,Resident,true,true
Jackie Carroll,Resident,true,true
Jonathon Satterfield,Resident,true,false
Guy Parker V,Resident,true,false
Casey Funk,Resident,true,true
Scott Christiansen IV,Resident,false,false
Sean Koss,Resident,false,false
Gerardo Stamm,Resident,false,true
Lila Howell,Resident,false,true
Mr. Frances Marvin,Resident,false,false
Adrian Feil,Resident,true,true
Benny Rosenbaum,Resident,false,true
Candace Prosacco Jr.,Resident,false,true
Ms. Whitney Marvin,Resident,true,false
Carla Steuber,Resident,false,true
Aaron Gutkowski,Resident,true,true
Jonathon Carroll,Resident,true,false
Tabitha Williamson,Resident,false,false
Andre Nitzsche MD,Resident,false,true
Henrietta Lind,Resident,false,true
Karl Jacobson,Resident,false,false
Horace Strosin,Resident,false,false
Robin Marks,Resident,false,false
Penny Hills,Resident,false,true
Lynne Hyatt,Resident,false,true
Priscilla Fritsch,Resident,true,true
Velma Hackett,Resident,false,false
Julia Nikolaus,Resident,false,false
Archie O'Reilly,Resident,true,false
Olivia White,Resident,false,true
Ellen Padberg,Resident,false,false
Justin Daugherty,Resident,true,false
Suzanne Kirlin,Resident,true,false
Shannon Ernser,Resident,false,false
Penny Bradtke,Resident,true,true
Rex Gerlach Sr.,Resident,true,false
Evan Dach,Resident,false,true
Emma Kulas,Resident,false,true
Deborah Conn,Resident,false,false
Barbara Fisher,Resident,true,true
Shannon Mueller,Resident,true,false
Patricia Armstrong,Resident,false,false
Samuel Jacobson,Resident,false,true
Rita Schinner,Resident,false,false
Kelvin Simonis,Resident,false,false
Samuel Miller,Resident,false,false
Ismael Vandervort,Resident,false,true
Lucas Rau,Resident,false,false
Trevor Pfeffer,Resident,true,true
Maria Yundt,Resident,false,true
Clay Hoeger,Resident,false,false
Micheal Ratke Jr.,Resident,true,false
Neil Kirlin,Resident,false,false
Vernon Breitenberg,Resident,false,false
Erica Mitchell,Resident,true,true
Marshall Bauch,Resident,false,false
Tina Green IV,Resident,false,true
Clarence Fritsch,Resident,true,true
Devin Beatty,Resident,false,true
Bessie Parisian,Resident,true,true
Joy Smith I,Resident,true,false
Terry Bahringer Jr.,Resident,true,true
Gerard Walsh,Resident,true,true
Claudia Mann,Resident,false,false
Mrs. Essie Bednar,Resident,true,true
Rita Murazik,Resident,false,false
Sherman Blick,Resident,true,false
Fred Welch,Resident,true,false
Darrel Funk,Resident,false,false
Ms. Ebony Rutherford,Resident,false,false
Greg Bernier,Resident,false,true
Fannie Rutherford,Resident,false,true
Randal Cassin,Resident,false,true
Vera Kuphal,Resident,true,true
Conrad Keebler,Resident,false,false
Laurence Waters,Resident,true,true
Hope Stoltenberg,Resident,false,false
Frankie Dickinson,Resident,true,false
Lisa Swift,Resident,true,false
Miguel Labadie I,Resident,true,true
Mandy Schuppe,Resident,true,false
Mona Rosenbaum,Resident,true,false
Christopher Krajcik,Resident,true,false
Gene Douglas,Resident,true,false
April Spencer,Resident,true,true
Evan Tremblay,Resident,true,false
Edna Grimes,Resident,false,true
Faye Schinner,Resident,false,true
Vicky Mosciski,Resident,true,false
Isaac Purdy PhD,Resident,true,true
Lynette McClure,Resident,true,false
Florence Osinski III,Resident,false,true
Dr. Sherri Yundt,Resident,false,true
Candice Mante,Resident,false,false
Louis Bauch,Resident,false,true
Rosie Feest V,Resident,false,true
Mildred Simonis,Resident,true,true
John Murphy,Resident,false,true
Toby Hauck,Resident,true,true
Elena Bahringer,Resident,true,false
Joe Price,Resident,true,true
Wade Becker,Resident,true,true
Bruce Hane,Resident,true,true
Jeremy Kshlerin II,Resident,true,false
James Leuschke II,Resident,true,false
Delores Tillman,Resident,false,true
Lonnie Von,Resident,false,true
Anna Purdy,Resident,true,false
Edna Paucek DVM,Resident,false,true
Mrs. Kara Zieme,Resident,false,false
Sam Parisian,Resident,true,false
Tara Christiansen,Resident,true,true
Phillip Konopelski,Resident,false,false
Mrs. Leland Welch,Resident,false,false
Ronald Hintz,Resident,true,false
Rafael Zboncak,Resident,true,false
Jerald Treutel V,Resident,true,false
Miss Lucia Champlin,Resident,true,true
Sherry Braun,Resident,false,false
Johnnie Durgan IV,Resident,true,false
Kelley Krajcik Jr.,Resident,true,false
Ervin Kautzer PhD,Resident,false,true
Laverne Effertz,Resident,true,false
Ebony Denesik,Resident,true,true
Levi Rodriguez,Resident,false,false
Benjamin Willms,Resident,false,true
Oscar Herman,Resident,true,false
Wilson Pfeffer,Resident,false,false
Mr. Sherri Price,Resident,true,true
Lucille Schulist,Resident,false,false
Nellie Hane,Resident,true,true
Kyle Beer,Resident,true,false
Mrs. Rosalie Cummings,Resident,true,true
Maxine Hansen,Resident,true,false
Timmy Bins,Resident,true,false
Tasha Vandervort,Resident,false,false
Willie Carroll,Resident,true,true
Alexander Heathcote,Resident,false,false
Priscilla Kilback,Resident,true,false
Kirk Moore,Resident,false,false
Conrad Waelchi IV,Resident,true,true
Opal Hoeger,Resident,true,false
Frances O'Reilly Jr.,Resident,false,false
Vicki Erdman,Resident,true,true
Jon Reinger,Resident,true,true
Luther Schumm,Resident,true,false
Rose Dach,Resident,false,false
Candace Hammes,Resident,true,false
Brendan Simonis,Resident,false,false
Colin Marks,Resident,false,true
Brandi Sipes,Resident,false,false
Lucille Dietrich,Resident,false,false
Raymond Sauer DVM,Resident,false,true
Shelley Quigley,Resident,false,true
Guadalupe Krajcik,Resident,true,true
Verna Willms,Resident,false,true
Dr. Amber Zboncak,Resident,false,true
Kristine Ledner,Resident,false,true
Russell Sporer III,Resident,true,true
Karl Orn,Resident,false,true
Mr. Wendy Lemke,Resident,false,false
Wilson Lind,Resident,true,false
Mrs. Kristine Zboncak,Resident,false,true
Jared Walter DVM,Resident,false,true
Terrance Auer,Resident,false,true
Ross Gutmann,Resident,false,false
Roosevelt Cormier,Resident,true,false
Mrs. Dorothy Dibbert,Resident,false,false
Rachel Kunze,Resident,true,true
Derrick Boehm,Resident,true,false
Abel Heathcote,Resident,false,false
Harriet Daniel PhD,Resident,false,false
Drew Spinka DDS,Resident,false,true
Kellie Schumm I,Resident,false,true
Iris Yost,Resident,true,false
John Rempel,Resident,false,true
Ollie Marquardt,Resident,false,false
Dianne Luettgen,Resident,true,true
Mr. Rachel Wehner,Resident,true,false
Bernice Grant,Resident,true,true
Ms. Austin Dicki,Resident,true,false
Leroy Ondricka,Resident,true,true
Roger Yundt,Resident,true,true
Austin Cormier,Resident,false,true
Stephen Brakus,Resident,true,true
Armando Corwin,Resident,true,false
Maxine Hane,Resident,true,true
Bryant Grimes,Resident,false,false
Nelson Kutch,Resident,true,false
Shannon Harvey,Resident,true,true
Jacqueline Batz,Resident,false,false
Ms. Roland Jacobi,Resident,true,false
Rhonda Bogan,Resident,false,false
Maureen Zieme,Resident,false,false
Preston Kozey,Resident,false,false
Richard Schaden,Resident,false,false
Ed Grady Sr.,Resident,false,false
Tim Schumm,Resident,true,true
Saul Brown,Resident,false,false
Dolores Satterfield,Resident,true,false
Rene Koelpin,Resident,true,true
Jessica Klocko PhD,Resident,false,false
Clara Reichel,Resident,false,true
Mack Brakus,Resident,false,true
